,0,1,2,3,4,5,6,7,8,9,10
2144,17 : 99,難道他們不知道嗎？創造了天地萬物的真主能創造像他們那樣的人，並能為他們確定一個毫無可疑的期限，不義的人們只願不信。,,他們豈未看見！那造化—大地的主是能於造化和他們同樣的，並為他們造定不可疑的時期嗎?背義的人不接受，只是隱昧而已。,,他們不知道安拉曾造化了諸天與大地，也能夠造化和他們相似的，並為他們規定了一個無疑的期限嗎?但是不義的人除了忘恩負義之外，(一點也)不信。,,"他們豈不知道
[注1]
：的確，那造化天與地的安拉是能夠造化像他們的。他為他們規定下毫無疑惑的期限
[注2]
，而虧害者們卻只是隱昧
[注3]
。",,難道他們不明白創造天地的安拉有能力創造像他們一樣的人嗎？他已為他們規定一個無疑的期限，但不義者還是固執不信。,
2145,17 : 100,你說：「假若我的主的恩惠的庫藏歸你們管理，那末，你們必定因為怕開支而扣留他的恩惠。人是吝嗇的。」,,你說：（設若你們掌我養主的慈庫了，那時候，你們就因恐怕使用而吝嗇了。人類原是慳吝的。）,,你說：“如果你們掌握了我的主的慈憫的寶庫。你們一定仍會因為怕使用它(慈憫)而克扣了(它們)。人是小氣的。”,,"你說：“假若你們掌管了我的養主的恩慈寶庫
[注]
時，你們怕花費而吝嗇。人是吝嗇的。”",,"你[對不信仰者]說：“假如你們掌管了我的主的恩惠[錢財、給養等]之庫，那麼，你們必定會因害怕用完而加以扣留。人總是吝嗇
[注]
的。”",
2146,17 : 101,當穆薩來臨以色列人的時候，我確已賞賜穆薩九種明顯的跡象。你問一問以色列人吧，法老對他說：「穆薩啊！我的確猜想你是中了魔術的人。」,,在母撒來至以斯拉衣來子孫的時候，我確賜給他九項異跡了。你問他們吧！匪喇傲對他說：（母撒呀！我實揣度你是一個受了眩惑的。）,,當姆撒(摩西)到達以色列子孫時，我的確給了他九項明顯的跡象。(你去)問問他們吧。那時法老對他說：“姆撒啊!我認為你確實是中了魔了。”,,"我確已把九種明顯跡象
[注1]
給了穆薩。你
[注2]
就問問以色列人，當他到達他們時
[注3]
。法老對他
[注4]
說：“的確，哎穆薩呀！我確信你是個中魔術者。”",,我確已賜給穆薩九種明顯的跡象。[關於這些跡象]，你可以詢問以色列的後裔。當他來到他們[埃及的居民]那裏時，法老對他說：“穆薩啊！我認為你的確中魔了。”,
2147,17 : 102,他說：「你確實知道，只有天地的主能降示這些作為明證。法老啊！我的確猜想你是要毀滅的。」,,他說：（你確知道降下這些明證的，只是調養天地的主；匪喇傲啊！我實揣度你是將滅亡的，）,,他(姆撒)說：“你的確知道，這些（跡象)是諸天與大地的主降下作為明證的。法老啊!我認為你確實是要被毀滅的!”,,"他
[注1]
說：“你確已知道，這些只能是作為來自天與地的養主的勸誡
[注2]
。哎法老呀！的確，我確信你
[注3]
是滅亡的
[注4]
。”",,他[穆薩]說：“你的確知道，唯天地的主[安拉]才能降示這些作為明證。法老啊！我的確認為你將要被毀滅。”,
2148,17 : 103,他要把他們逐出境外，但我使他和他的軍隊統統淹死。,,他要把他們逐出此地，而後我把他和隨同他的人一併淹死。,,他(法老)希望把他們從地面上除去，但是我卻淹死了他和所有同他在一起的人。,,"於是他
[注1]
要把他們
[注2]
從地上
[注3]
驅走，於是我把他和偕同他的人全部淹死。",,他[法老]決定把他們驅逐出境，但我淹死了他和他的所有追隨者。,
2149,17 : 104,在他滅亡之後，我對以色列人說：「你們居住這個地方吧！當後世的約期來臨的時候，我要把你們雜遝地召集來。」,,在他以後我命以斯拉衣來的子孫居住在該地。當後世的約期已到的時侯，我就把你們攙雜著拿到。,,此後，我對以色列的予孫說：“你們就居住這塊土地上吧，然後當後世的約來到時，我會使你們全體(從各民族的集體中)出現。”,,"在此後，我對以色列人說：“你們居住此地吧！在後世的約會
[注]
到來時，我讓你們一齊都來。”",,"此後，我對以色列的後裔說：“你們在此地居住吧！當最後的約期[復活日或爾薩降臨大地]來臨時
[注]
，我將把你們混合著集合起來。”",
2150,17 : 105,我只本真理而降示《古蘭經》，而《古蘭經》也只含真理而降下。我只派遣你做報喜信者和警告者。,,我因真理下降牠，含真理下降。我只是差你報喜信，傳警告著。,,我以真理降下它(古蘭)，它已隨同真理下降。我派你只是作為報佳音和傳警告的(使者)。,,"我憑真理下降了它
[注1]
，它憑真理而下降。我所以派你
[注2]
，只是做報喜者和警告者。",,我依真理降示《古蘭經》，而《古蘭經》也只依真理降示。我只派遣你[穆聖]做[樂園的]報喜者和[火獄的]警告者。,
2151,17 : 106,這是一部《古蘭經》，我使它意義明白，以便你從容不迫地對眾人宣讀它；我逐漸地降示它。,,我分降古蘭，以便你把牠慢慢地誦給眾人。我頒降牠，切實地頒降。,,這一部古蘭，我已分(成章節)，以便你能間歇地向人們誦讀它，我已使它陸陸續續地下降。,,"《古蘭經》，我分散
[注1]
[下降了它]，以便你慢慢地讀給人們，我一點一點地下降了它
[注2]
。",,我零星降示這部《古蘭經》[《古蘭經》在23年間降示完畢]，以便你隨後能把它宣讀給人類，我逐漸降示它。,
2152,17 : 107,你說：「你們可以信仰它，也可以不信仰它。」在降示它之前已獲得知識的人們，當聽到人們誦讀它的時候，他們俯伏叩頭。,,你說：（你們信與不信隨便。）的確，先前蒙賜知識的人們，一旦有人把牠誦給他們了，他們就下頦伏地叩頭著，,,你說：“你們可能信它，你們或者也可能不信它。當它被誦讀給那些以前被賦予知識的人時，他們就崇敬地俯伏叩頭。”,,"你說：“你們
[注1]
歸信它，或不歸信它。”的確，在它以前
[注2]
的那些有學識的人們，如果誦給他們，他們便俯伏叩拜。",,你[對他們]說：“你們可以相信它[《古蘭經》]，也可以不相信它。但此前受賜知識的人們，當有人向他們誦讀它時，他們都俯首叩頭。”,
2153,17 : 108,他們說：「讚頌我們的主超絕萬物！我們的主的諾言必定要被履行。」,,說：頌我們的養主清淨！我們養主的約一定實現。,,他們說：“光榮歸主，我們的主的諾言必然是要實現的。”,,"他們說：“贊我們的養主清高我們養主的約會
[注]
，確是必辦的。’",,他們說：“讚美我們的主超絕！我們的主的諾言是一定要履行的。”,
2154,17 : 109,他們痛哭著俯伏下去，《古蘭經》使他們更恭敬。※,,他們下頦伏地著痛哭。那益增他們畏懼。,,他們流著淚叩頭， 並加深了他們的謙卑。,,"他們哭泣著俯伏，它
[注]
給他們增加了虔敬。",,他們哭著俯首下去，《古蘭經》使他們更加謙恭。叩頭處,
2155,17 : 110,（你說：）「你們可以稱他為真主，也可以稱他為至仁主。因為他有許多極優美的名號，你們無論用甚麼名號稱呼他，（都是很好的）。」你在拜中不要高聲朗誦，也不要低聲默讀，你應當尋求一條適中的道路。,,你說：（你們稱安拉，或稱來哈曼。你們稱無拘什麼，惟他具有最優的名稱。）你不要高聲禮拜，也莫低聲。須取一適中之道。,,你說：“你們稱呼他為安拉，或是稱呼他拉曼(大仁的主)。你無論喊他什麼名字，一切最美好的名字全是屬於他的。”你(穆聖)既不要在禮拜時大聲(朗誦)，也不要低聲(默念)，而要採取兩者之間的(適中音度)。,,"你說：“你們用安拉祈求，或用拉哈曼祈求，你們不論用那一種祈求，一切美好的名字
[注1]
都歸他
[注2]
。”你不要在你的拜功中高聲誦念
[注3]
，也不要低聲誦念，要在那之間找一條路。
[注4]",,"你[對他們]說：“你們可用安拉之名祈禱，也可用‘拉赫曼[普慈之主]’之名祈禱。無論你們用哪個尊名
[注]
祈求他，一切最美的名稱都是他的。”你在拜中既不要高聲朗誦，也不要低聲默念，你當在此之間採取一條適中之道。",
2156,17 : 111,你說：「一切讚頌，全歸真主！他沒有收養兒女，沒有同他共用國權的，沒有為免卑賤而設的輔助者。你應當讚頌他的尊大。」,,你說：（讚頌真主！他未立子，無有在權柄上與他共，同的。在他也無一個對於卑賤上愛護的）你當頌他偉大，稱讚偉大！,,你說：“一切讚美都屬於安拉，他沒有任何子嗣，在(他的)主權中也沒有夥伴，也沒有任何可以使他免予屈辱的保護者，(所以)你要讚頌他的偉大。”,,"你說：“萬贊歸那位安拉，他沒有採取兒子，在權力中他沒有任何伴侶，他沒有因卑賤而有摯友
[注]
。你就稱頌他偉大吧。”",,你說：“一切讚頌，全歸安拉。他沒有兒女。他在主權中既沒有夥伴，也不會為屈辱而設保護者。”你當讚頌他至大。,
2157,章:節,馬堅譯本,,王靜齋譯本,,仝道章譯本,,馬金鵬譯本,,馬仲剛譯本,
2158,18 : 1,一切讚頌，全歸真主！他以端正的經典降示他的僕人，而未在其中製造任何偏邪，,,讚頌真主，他把經典降給自己的僕人，並未在牠上發觀歪曲；,,讚頌歸安拉，他已降紛他的僕人這經典，並不曾在其中置入任何歪曲。,,"萬贊歸於那位安拉，他把經典
[注1]
降給他的僕人
[注2]
，他未使其中
[注3]
有分歧。",,"一切讚頌，全歸安拉，是他降給他的僕人[穆聖]這部經典
[注]
[《古蘭經》]。他未在其中設置任何邪道。",
2159,18 : 2,以便他警告世人，真主要降下嚴厲的懲罰；並預告行善的信士們，他們得受優美的報酬，,,嚴正的，為的是以出自他的烈刑作警告，並給一般作善舉的謬民報喜音，（說：）他們必獲善賞，,,(他已使它)產正(而清楚)，以便他(穆聖)警告(人們)由他(主)而降的嚴厲的懲罰，和給行善的信仰者報佳音，他們一定會獲得優厚的回賜，,,"而是端正的，以便[以]來自他那裏的厲刑進行警告
[注]
，並[以]良好的代價給那些幹善功的人們報喜。",,[他使]這部經典真實無瑕，以便警告[不信仰者]，他將降嚴刑[懲治他們]，並向行善的信士們報喜，他們必將獲得優美的報酬[樂園]，,
2160,18 : 3,而永居其中；,,時常居住在那裏，,,他們將永遠(居住)在這(賜福)當中，,,"[他們]永遠逗留其中
[注]
。",,[他們將]永居其中[享福]，,
2161,18 : 4,且警告妄言「真主收養兒女」的人。,,並警告一般聲稱：（安拉立子）的人。,,並警告那些說安拉有子的人，,,並警告那些說安拉已採取兒子了的人們。,,且警告妄言“安拉有兒女”的人們[猶太教徒和基督教徒等]。,
